SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
dp_gene19080	winged helix-turn-helix DNA-binding AT hook			
dp_gene19081	Guanine nucleotide exchange factor VAV2	intracellular;integral component of membrane;Rho guanyl-nucleotide exchange factor activity;metal ion binding;regulation of Rho protein signal transduction;intracellular signal transduction;positive regulation of GTPase activity		
dp_gene19082	Helicase with zinc finger domain	helicase activity;metal ion binding		
dp_gene19083	Netrin-1	extracellular region		
dp_gene19084	myelin expression factor 2 isoform X1	nucleotide binding;nucleic acid binding		
dp_gene19085	hypothetical protein DAPPUDRAFT_108198			
dp_gene19086	PHD finger-like domain-containing 5A	U2 snRNP;U12-type spliceosomal complex;nucleolus;nuclear matrix;nuclear speck;precatalytic spliceosome;catalytic step 2 spliceosome;DNA binding;transcription factor activity, sequence-specific DNA binding;protein binding;tRNA (uracil) methyltransferase activity;tRNA wobble uridine modification;transcription, DNA-templated;tRNA methylation;mRNA cis splicing, via spliceosome;positive regulation of transcription, DNA-templated		
dp_gene19087	RING finger unkempt	metal ion binding		
dp_gene19088	F-box LRR-repeat			
dp_gene19089	Leucine Rich repeats (2 copies) domain-containing			
dp_gene19090	LIM homeobox Lhx3 isoform X2	nucleus;zinc ion binding;sequence-specific DNA binding;regulation of transcription, DNA-templated		
dp_gene19091	hypothetical protein DAPPUDRAFT_107012			
dp_gene19092	Transcription factor SOX-4			
dp_gene19093	hypothetical protein DAPPUDRAFT_107012			
dp_gene19094	Dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit 1	oligosaccharyltransferase complex;integral component of membrane;dolichyl-diphosphooligosaccharide-protein glycotransferase activity;protein N-linked glycosylation via asparagine		
dp_gene19095	transcription factor Sox-11-like			
dp_gene19096	hypothetical protein DAPPUDRAFT_119457	intermediate filament;structural molecule activity		
dp_gene19097	RING finger unkempt	metal ion binding		
dp_gene19098	PHD finger-like domain-containing 5A	U2 snRNP;U12-type spliceosomal complex;precatalytic spliceosome;catalytic step 2 spliceosome;structural molecule activity;tRNA (uracil) methyltransferase activity;mRNA splicing, via spliceosome;tRNA wobble uridine modification;retrograde vesicle-mediated transport, Golgi to ER;tRNA methylation		
dp_gene19099	rab-gtpase activating			
dp_gene19100	Ubiquitin-associated domain-containing	integral component of membrane		
dp_gene19101	Class a rhodopsin g- coupled receptor gprop1	integral component of plasma membrane;G-protein coupled photoreceptor activity;G-protein coupled receptor signaling pathway;visual perception;phototransduction;detection of visible light;protein-chromophore linkage;cellular response to light stimulus		
dp_gene19102	Class a rhodopsin g- coupled receptor gprop1	integral component of plasma membrane;G-protein coupled photoreceptor activity;G-protein coupled receptor signaling pathway;visual perception;phototransduction;detection of visible light;protein-chromophore linkage;cellular response to light stimulus		
dp_gene19103	Class a rhodopsin g- coupled receptor gprop1	integral component of plasma membrane;G-protein coupled photoreceptor activity;G-protein coupled receptor signaling pathway;visual perception;phototransduction;detection of visible light;protein-chromophore linkage;cellular response to light stimulus		
dp_gene19104	soluble lamin-associated of 75 kDa-like isoform X2			
dp_gene19105	Zinc metallo ase			
dp_gene19106	Deoxyribonuclease i	integral component of membrane;nucleic acid binding;hydrolase activity;metal ion binding		
dp_gene19107	hypothetical protein DAPPUDRAFT_305807	integral component of membrane;calcium ion binding;calcium-dependent phospholipid binding		
dp_gene19108	hypothetical protein DAPPUDRAFT_321392	integral component of membrane		
dp_gene19109	hypothetical protein DAPPUDRAFT_113721			
dp_gene19110	hypothetical protein DAPPUDRAFT_302665			
dp_gene19111	zinc finger 236	integral component of membrane;nucleic acid binding;metal ion binding		
dp_gene19112	hypothetical protein DAPPUDRAFT_247615	integral component of plasma membrane;G-protein coupled receptor activity;metal ion binding;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway		
dp_gene19113	hypothetical protein DAPPUDRAFT_321409	integral component of plasma membrane;G-protein coupled receptor activity;cell surface receptor signaling pathway;G-protein coupled receptor signaling pathway		
dp_gene19114	C1q and tumor necrosis factor-related 2			
dp_gene19115	Inositol 1,4,5-trisphosphate receptor type	endoplasmic reticulum;integral component of membrane;inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;ATP binding;unfolded protein binding;protein folding;response to stress;inositol phosphate-mediated signaling;calcium ion transmembrane transport		
dp_gene19116	Heat shock HSP 90-alpha	nucleus;cytoplasm;ATP binding;unfolded protein binding;protein folding;response to heat;response to cold;response to estrogen;response to antibiotic		
dp_gene19117	Cuticular 72Eb	extracellular space;structural constituent of cuticle		
dp_gene19118	F-box only 21	DNA binding		
dp_gene19119	hypothetical protein DAPPUDRAFT_106132			
dp_gene19120	Cuticular 49Ag	extracellular space;structural constituent of cuticle		
dp_gene19121	UDP-glucuronosyltransferase 2A1	integral component of membrane;intracellular membrane-bounded organelle;glucuronosyltransferase activity;flavonoid biosynthetic process;flavonoid glucuronidation		
dp_gene19122	hypothetical protein DAPPUDRAFT_247057	serine-type endopeptidase activity;proteolysis		
dp_gene19123	hypothetical protein DAPPUDRAFT_328925	integral component of membrane;ionotropic glutamate receptor activity;ionotropic glutamate receptor signaling pathway		
dp_gene19124	---NA---			
dp_gene19125	Prolyl 4-hydroxylase subunit alpha-1	oxidoreductase activity		
dp_gene19126	Sterile alpha and TIR motif-containing			
dp_gene19127	adenylate cyclase type 2	plasma membrane;guanylate cyclase complex, soluble;integral component of membrane;adenylate cyclase activity;guanylate cyclase activity;cGMP biosynthetic process;signal transduction		
dp_gene19128	hypothetical protein DAPPUDRAFT_65332, partial	plasma membrane;guanylate cyclase complex, soluble;integral component of membrane;nucleotide binding;adenylate cyclase activity;guanylate cyclase activity;cGMP biosynthetic process;intracellular signal transduction		
dp_gene19129	Sex-determining fem-1			
dp_gene19130	Tudor domain-containing 7B			
dp_gene19131	hypothetical protein DAPPUDRAFT_331109			
dp_gene19132	Williams-Beuren syndrome chromosomal region 27 -like	methyltransferase activity;methylation		
dp_gene19133	Sulfate transporter	integral component of plasma membrane;chloride channel activity;secondary active sulfate transmembrane transporter activity;bicarbonate transmembrane transporter activity;anion:anion antiporter activity;oxalate transmembrane transporter activity;bicarbonate transport;oxalate transport;regulation of membrane potential;regulation of intracellular pH;sulfate transmembrane transport;chloride transmembrane transport		
dp_gene19134	---NA---			
dp_gene19135	Jmjc domain-containing histone demethylation			
dp_gene19136	Jmjc domain-containing histone demethylation			
dp_gene19137	hypothetical protein DAPPUDRAFT_224770			
dp_gene19138	hypothetical protein DAPPUDRAFT_114239	nucleus;nucleotide binding;RNA polymerase II regulatory region sequence-specific DNA binding;chromatin binding;transcription cofactor activity;histone binding;regulation of transcription, DNA-templated		
dp_gene19139	mitochondrial import inner membrane translocase subunit Tim17-B-like	mitochondrial inner membrane presequence translocase complex;integral component of mitochondrial inner membrane;protein channel activity;P-P-bond-hydrolysis-driven protein transmembrane transporter activity;protein import into mitochondrial matrix		
dp_gene19140	---NA---			
dp_gene19141	hypothetical protein Ocin01_18123			
dp_gene19142	Macroglobulin complement-related	extracellular space;MICOS complex;endopeptidase inhibitor activity;negative regulation of endopeptidase activity		
dp_gene19143	hypothetical protein DAPPUDRAFT_235842			
dp_gene19144	Tubulin polyglutamylase TTLL4	ATP binding;protein polyglutamylation		
dp_gene19145	Histone h2a	nucleosome;nucleus;integral component of membrane;DNA binding;metal ion binding;protein heterodimerization activity		
dp_gene19146	Lymphokine-activated killer T-cell-originated kinase	protein serine/threonine kinase activity;ATP binding;protein phosphorylation;negative regulation of proteasomal ubiquitin-dependent protein catabolic process;negative regulation of stress-activated MAPK cascade;cellular response to UV;negative regulation of inflammatory response		
dp_gene19147	---NA---			
dp_gene19148	fibril-forming collagen alpha chain-like	proteinaceous extracellular matrix;collagen trimer;extracellular matrix structural constituent		
dp_gene19149	Jmjc domain-containing histone demethylation			
dp_gene19150	hypothetical protein DAPPUDRAFT_326163	membrane		
dp_gene19151	Jmjc domain-containing histone demethylation			
dp_gene19152	Jmjc domain-containing histone demethylation			
dp_gene19153	hypothetical protein DAPPUDRAFT_224770			
dp_gene19154	hypothetical protein DAPPUDRAFT_318654	nucleic acid binding;zinc ion binding		
dp_gene19155	hypothetical protein DAPPUDRAFT_326163	membrane		
dp_gene19156	---NA---			
dp_gene19157	Jmjc domain-containing histone demethylation			
dp_gene19158	hypothetical protein DAPPUDRAFT_224770			
dp_gene19159	Jmjc domain-containing histone demethylation	nucleic acid binding;zinc ion binding		
dp_gene19160	hypothetical protein DAPPUDRAFT_243710	membrane		
dp_gene19161	Ankyrin repeat			
dp_gene19162	hypothetical protein DAPPUDRAFT_243712			
dp_gene19163	Nuclear pore complex Nup155	nuclear pore inner ring;catalytic activity;structural constituent of nuclear pore;transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery;RNA export from nucleus;protein import into nucleus;metabolic process;protein targeting to nuclear inner membrane		
dp_gene19164	cyclooxygenase	peroxidase activity;prostaglandin-endoperoxide synthase activity;heme binding;prostaglandin biosynthetic process;response to oxidative stress;oxidation-reduction process;cellular oxidant detoxification		
dp_gene19165	Nuclear pore complex Nup155	nuclear pore inner ring;catalytic activity;structural constituent of nuclear pore;transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery;RNA export from nucleus;protein import into nucleus;metabolic process;protein targeting to nuclear inner membrane		
dp_gene19166	H ACA ribonucleo complex subunit	viral nucleocapsid;box H/ACA snoRNP complex;pseudouridine synthesis;ribosome biogenesis		
dp_gene19167	Dopey-1			
dp_gene19168	zinc finger matrin-type 2	U4/U6 x U5 tri-snRNP complex;RNA binding;zinc ion binding;mRNA splicing, via spliceosome		
dp_gene19169	hypothetical protein DAPPUDRAFT_260508			
dp_gene19170	otopetrin-3-like isoform X2	integral component of membrane		
dp_gene19171	Tudor and KH domain-containing	integral component of membrane		
dp_gene19172	zinc finger 511	metal ion binding		
dp_gene19173	HEAT repeat-containing 5A	integral component of membrane		
dp_gene19174	seleno W	cytoplasm;plasma membrane;oxidoreductase activity;response to selenium ion		
dp_gene19175	homeobox goosecoid	nucleus;sequence-specific DNA binding;regulation of transcription, DNA-templated		
dp_gene19176	Beta-N-acetylglucosaminidase FDL	carbohydrate metabolic process		
dp_gene19177	Peroxiredoxin- mitochondrial	oxidoreductase activity;oxidation-reduction process		
dp_gene19178	Cytochrome p450	monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene19179	hypothetical protein DAPPUDRAFT_327625			
dp_gene19180	Ribonuclease P subunit p14	ribonuclease activity;tRNA processing;RNA phosphodiester bond hydrolysis		
dp_gene19181	hypothetical protein DAPPUDRAFT_327625			
dp_gene19182	hypothetical protein DAPPUDRAFT_309244	integral component of membrane		
dp_gene19183	Ribonuclease P subunit p14	ribonuclease activity;tRNA processing;RNA phosphodiester bond hydrolysis		
dp_gene19184	Ecto-NOX disulfide-thiol exchanger 1	nucleotide binding;nucleic acid binding		
dp_gene19185	mitochondrial manganese superoxide dismutase	superoxide dismutase activity;metal ion binding;removal of superoxide radicals;oxidation-reduction process		
dp_gene19186	Coiled-coil domain-containing			
dp_gene19187	T-complex 1 subunit eta	membrane-bounded organelle;intracellular organelle;protein complex;cytoplasmic part;ATP binding;unfolded protein binding;protein folding		
dp_gene19188	Coiled-coil domain-containing			
dp_gene19189	hypothetical protein DAPPUDRAFT_302897			
dp_gene19190	ATP-dependent RNA helicase DDX18	RNA binding;ATP-dependent RNA helicase activity;ATP binding;RNA secondary structure unwinding		
dp_gene19191	ATP-dependent RNA helicase DDX18	RNA binding;ATP-dependent RNA helicase activity;ATP binding;RNA secondary structure unwinding		
dp_gene19192	LYR motif-containing 2			
dp_gene19193	DNA-directed RNA polymerases and III subunit RPABC2	DNA-directed RNA polymerase II, core complex;DNA-directed RNA polymerase III complex;DNA-directed RNA polymerase I complex;integral component of membrane;RNA polymerase I activity;RNA polymerase II activity;RNA polymerase III activity;DNA binding;transcription from RNA polymerase I promoter;transcription from RNA polymerase II promoter;transcription from RNA polymerase III promoter		
dp_gene19194	Chymotrypsin protease CTRL-1	membrane;serine-type endopeptidase activity;proteolysis		
dp_gene19195	Delta-1-pyrroline-5-carboxylate mitochondrial	integral component of membrane;1-pyrroline-5-carboxylate dehydrogenase activity;aldehyde dehydrogenase (NAD) activity;single-organism metabolic process		
dp_gene19196	hypothetical protein DAPPUDRAFT_302897			
dp_gene19197	---NA---			
dp_gene19198	Coiled-coil domain-containing			
dp_gene19199	Coiled-coil domain-containing			
dp_gene19200	NADH dehydrogenase [ubiquinone] flavo mitochondrial	NADH dehydrogenase (ubiquinone) activity;FMN binding;NAD binding;4 iron, 4 sulfur cluster binding;aerobic respiration		
dp_gene19201	tetraspanin-1 isoform X3	integral component of plasma membrane;cell surface receptor signaling pathway		
dp_gene19202	NADH dehydrogenase [ubiquinone] flavo mitochondrial	mitochondrial respiratory chain complex I;NADH dehydrogenase (ubiquinone) activity;FMN binding;NAD binding;4 iron, 4 sulfur cluster binding;aerobic respiration		
dp_gene19203	tetraspanin-1 isoform X3	integral component of plasma membrane;cell surface receptor signaling pathway		
dp_gene19204	ankyrin repeat	integral component of membrane		
dp_gene19205	Venom carboxylesterase-6	extracellular space;integral component of plasma membrane;cell surface;synapse;receptor activity;neurexin family protein binding;carboxylic ester hydrolase activity;neuron cell-cell adhesion;synapse assembly;modulation of synaptic transmission		
dp_gene19206	Venom carboxylesterase-6	extracellular space;integral component of plasma membrane;cell surface;synapse;receptor activity;neurexin family protein binding;carboxylic ester hydrolase activity;neuron cell-cell adhesion;synapse assembly;modulation of synaptic transmission		
dp_gene19207	Venom carboxylesterase-6	extracellular space;integral component of plasma membrane;cell surface;synapse;receptor activity;neurexin family protein binding;carboxylic ester hydrolase activity;neuron cell-cell adhesion;synapse assembly;metabolic process;modulation of synaptic transmission		
dp_gene19208	hypothetical protein DAPPUDRAFT_253500			
dp_gene19209	Methyltransferase 7A	cytoplasm;integral component of membrane;S-adenosylmethionine-dependent methyltransferase activity;methylation		
dp_gene19210	Cytochrome P450 4V2	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene19211	major facilitator superfamily domain-containing 8	integral component of membrane;transmembrane transport		
dp_gene19212	Uncharacterized protein APZ42_023369			
dp_gene19213	twist-related 2	nucleus;cytoplasm;DNA binding;protein dimerization activity;transcription, DNA-templated;mesoderm development;muscle organ development;cell differentiation;negative regulation of osteoblast differentiation;negative regulation of transcription, DNA-templated;rhythmic process		
dp_gene19214	hypothetical protein DAPPUDRAFT_252038	integral component of membrane		
dp_gene19215	Corticotropin-releasing factor-binding	integral component of membrane;corticotropin-releasing hormone binding		
dp_gene19216	centrosomal of 152 kDa			
dp_gene19217	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like	integral component of membrane;transferase activity, transferring acyl groups;metabolic process		
dp_gene19218	Uncharacterized protein APZ42_012911			
dp_gene19219	---NA---			
dp_gene19220	serine threonine- kinase	metal ion binding		
dp_gene19221	threonine synthase-like 2	cytoplasm;threonine synthase activity;pyridoxal phosphate binding;threonine biosynthetic process		
dp_gene19222	ras-related Rab5	intracellular;GTP binding;small GTPase mediated signal transduction		
dp_gene19223	YTH domain-containing family	RNA binding		
dp_gene19224	60S ribosomal L30	integral component of membrane;cytosolic large ribosomal subunit;RNA binding;structural constituent of ribosome;translation		
dp_gene19225	Enoyl- hydratase domain-containing mitochondrial	membrane;lyase activity;metabolic process		
dp_gene19226	DNA polymerase subunit gamma- mitochondrial	mitochondrion;glycine-tRNA ligase activity;DNA replication;DNA repair;glycyl-tRNA aminoacylation		
dp_gene19227	Alpha-aminoadipic semialdehyde mitochondrial	oxidoreductase activity;oxidation-reduction process		
dp_gene19228	Uncharacterized protein APZ42_012346	integral component of membrane		
dp_gene19229	probable G- coupled receptor CG31760 isoform X1	plasma membrane;integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
dp_gene19230	Transport Sec24D	COPII vesicle coat;zinc ion binding;intracellular protein transport;ER to Golgi vesicle-mediated transport		
dp_gene19231	Cuticular 49Ag	extracellular space;structural constituent of cuticle		
dp_gene19232	Receptor-type tyrosine- phosphatase alpha precursor	integral component of membrane		
dp_gene19233	hypothetical protein DAPPUDRAFT_251681			
dp_gene19234	Zinc finger	NMDA selective glutamate receptor complex;NMDA glutamate receptor activity;ion transport		
dp_gene19235	Brain chitinase and chia			
dp_gene19236	Brain chitinase and chia			
dp_gene19237	titin isoform X7	kinase activity;phosphorylation		
dp_gene19238	Cuticular 72Eb	extracellular space;structural constituent of cuticle		
dp_gene19239	titin isoform X6	kinase activity;phosphorylation		
dp_gene19240	titin isoform X4			
dp_gene19241	titin isoform X2			
dp_gene19242	Myosin light chain smooth muscle	kinase activity;phosphorylation		
dp_gene19243	Myosin light chain smooth muscle	kinase activity;phosphorylation		
dp_gene19244	Myosin light chain smooth muscle			
dp_gene19245	Myosin light chain smooth muscle	kinase activity;phosphorylation		
dp_gene19246	titin homolog isoform X2	kinase activity;phosphorylation		
dp_gene19247	Rab family GTPase	cellular process		
dp_gene19248	Myosin light chain smooth muscle	kinase activity;phosphorylation		
dp_gene19249	Death-associated kinase 2	protein serine/threonine kinase activity;ATP binding;protein phosphorylation		
dp_gene19250	hypothetical protein DAPPUDRAFT_115174	metal ion binding		
dp_gene19251	ATP-binding cassette sub-family G member	plasma membrane;integral component of membrane;ATP binding;cholesterol transporter activity;sterol-transporting ATPase activity;cholesterol transport		
dp_gene19252	ATP-binding cassette sub-family G member	plasma membrane;integral component of membrane;ATP binding;cholesterol transporter activity;sterol-transporting ATPase activity;cholesterol transport		
dp_gene19253	Cytochrome P450 3A40	integral component of membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene19254	Uridine 5 -monophosphate synthase	orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity;'de novo' pyrimidine nucleobase biosynthetic process;'de novo' UMP biosynthetic process		
dp_gene19255	Uridine 5 -monophosphate synthase	orotate phosphoribosyltransferase activity;orotidine-5'-phosphate decarboxylase activity;'de novo' pyrimidine nucleobase biosynthetic process;'de novo' UMP biosynthetic process		
dp_gene19256	hypothetical protein DAPPUDRAFT_246835	integral component of membrane		
dp_gene19257	hypothetical protein DAPPUDRAFT_105629	integral component of membrane		
dp_gene19258	High choriolytic enzyme	metalloendopeptidase activity;zinc ion binding;proteolysis		
dp_gene19259	Clip-domain serine protease	cytoplasm;serine-type endopeptidase activity;proteolysis		
dp_gene19260	hypothetical protein DAPPUDRAFT_236051			
dp_gene19261	Transcriptional regulator ATRX			
dp_gene19262	Uncharacterized protein APZ42_025087			
dp_gene19263	Cytochrome p450	membrane;monooxygenase activity;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;heme binding;oxidation-reduction process		
dp_gene19264	Brain chitinase and chia			
dp_gene19265	Cullin-associated NEDD8-dissociated	nucleoplasm;Golgi apparatus;membrane;cullin-RING ubiquitin ligase complex;extracellular exosome;TBP-class protein binding;SCF complex assembly;protein ubiquitination;cell differentiation;negative regulation of catalytic activity;positive regulation of RNA polymerase II transcriptional preinitiation complex assembly		
dp_gene19266	Clip-domain serine protease	serine-type endopeptidase activity;proteolysis		
dp_gene19267	28S ribosomal mitochondrial	mitochondrial small ribosomal subunit;structural constituent of ribosome		
dp_gene19268	---NA---			
dp_gene19269	Brain chitinase and chia	integral component of membrane;transmembrane receptor protein tyrosine kinase activity;ATP binding;transmembrane receptor protein tyrosine kinase signaling pathway;peptidyl-tyrosine phosphorylation		
dp_gene19270	GDNF family receptor alpha-3	integral component of membrane		
dp_gene19271	hypothetical protein DAPPUDRAFT_95798	intermediate filament;integral component of membrane;nucleic acid binding;microtubule motor activity;structural molecule activity;ATP binding;microtubule binding;microtubule-based movement		
dp_gene19272	ubiquitin carboxyl-terminal hydrolase 37 isoform X2	hydrolase activity;proteolysis		
dp_gene19273	hypothetical protein DAPPUDRAFT_324714			
dp_gene19274	ATP-dependent DNA helicase Q1	nucleus;chromosome;cytoplasm;membrane;DNA binding;ATP binding;four-way junction helicase activity;ATP-dependent 3'-5' DNA helicase activity;double-strand break repair via homologous recombination;DNA duplex unwinding		
dp_gene19275	ATP-dependent DNA helicase Q1-like	nucleus;chromosome;cytoplasm;DNA binding;ATP binding;four-way junction helicase activity;ATP-dependent 3'-5' DNA helicase activity;double-strand break repair via homologous recombination;DNA duplex unwinding		
dp_gene19276	splicing factor 3B subunit 3	nucleoplasm;U12-type spliceosomal complex;nucleolus;small nuclear ribonucleoprotein complex;catalytic step 2 spliceosome;RNA binding;protein binding;mRNA splicing, via spliceosome;protein complex assembly;negative regulation of protein catabolic process		
dp_gene19277	Dynein assembly factor axonemal			
dp_gene19278	heat shock HSP 90-alpha	ATP binding;unfolded protein binding;protein folding;response to stress		
dp_gene19279	Inositol 1,4,5-trisphosphate receptor	endoplasmic reticulum;integral component of membrane;inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity;inositol phosphate-mediated signaling;calcium ion transmembrane transport		
dp_gene19280	nucleosome-remodeling factor subunit NURF301 isoform X1	zinc ion binding		
dp_gene19281	Afadin af-6	zinc ion binding;signal transduction		
dp_gene19282	Cell adhesion molecule-related down-regulated by oncogenes	integral component of membrane		
dp_gene19283	DNA-directed RNA polymerase II subunit RPB1	DNA-directed RNA polymerase II, core complex;RNA polymerase II activity;DNA binding;transcription from RNA polymerase II promoter		
dp_gene19284	Glycerol-3-phosphate transporter	membrane;transport		
dp_gene19285	Delta-1-pyrroline-5-carboxylate mitochondrial	1-pyrroline-5-carboxylate dehydrogenase activity;aldehyde dehydrogenase (NAD) activity;glutamate biosynthetic process;proline biosynthetic process;oxidation-reduction process		
dp_gene19286	hypothetical protein DAPPUDRAFT_309196	integral component of membrane;mitochondrial membrane;ion transmembrane transporter activity;ion transmembrane transport		
dp_gene19287	Dual oxidase			
dp_gene19288	NADPH oxidase 4	integral component of membrane;oxidoreductase activity;oxidation-reduction process		
dp_gene19289	hypothetical protein DAPPUDRAFT_306306			
dp_gene19290	Trinucleotide repeat-containing gene 18	chromatin;chromatin silencing complex;integral component of membrane;transcription regulatory region sequence-specific DNA binding;chromatin binding;protein-hormone receptor activity;chromatin silencing;G-protein coupled receptor signaling pathway;cell differentiation;heterochromatin assembly		
dp_gene19291	39S ribosomal mitochondrial	mitochondrial large ribosomal subunit;tRNA-specific adenosine-34 deaminase complex;structural constituent of ribosome;zinc ion binding;tRNA-specific adenosine-34 deaminase activity;tRNA modification;translation		
dp_gene19292	60S ribosomal L12	cytosolic large ribosomal subunit;structural constituent of ribosome;rRNA binding;ribosomal large subunit assembly;translation		
dp_gene19293	hypothetical protein DAPPUDRAFT_226158			
dp_gene19294	E3 ubiquitin- ligase TRIP12	cellular process		
dp_gene19295	Chorion peroxidase precursor	chorion;peroxidase activity;heme binding;response to oxidative stress;oxidation-reduction process;cellular oxidant detoxification		
dp_gene19296	von Willebrand factor type EGF and pentraxin domain-containing 1	calcium ion binding		
dp_gene19297	Clip-domain serine protease	serine-type endopeptidase activity;proteolysis		
dp_gene19298	Gamma-glutamyl hydrolase	vacuole;gamma-glutamyl-peptidase activity;proteolysis;glutamine metabolic process;tetrahydrofolylpolyglutamate metabolic process		
dp_gene19299	hypothetical protein DAPPUDRAFT_305778			
dp_gene19300	proteoglycan 4 isoform X1			
dp_gene19301	F-box LRR-repeat 5-like	intracellular part;iron ion homeostasis;positive regulation of cellular protein catabolic process		
dp_gene19302	hypothetical protein DAPPUDRAFT_321267			
dp_gene19303	basic proline-rich -like			
dp_gene19304	Sodium potassium-transporting ATPase alpha-3 chain	plasma membrane;integral component of membrane;sensory perception of taste		
dp_gene19305	Gustatory receptor r1	plasma membrane;integral component of membrane;sensory perception of taste		
dp_gene19306	mediator of RNA polymerase II transcription subunit 26 isoform X3			
dp_gene19307	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Golgi apparatus;integral component of membrane;CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity;phosphatidylinositol biosynthetic process		
dp_gene19308	gastric intrinsic factor-like	cobalamin binding;cobalamin transport		
dp_gene19309	hypothetical protein DAPPUDRAFT_247441	integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
dp_gene19310	Retinoid x receptor	nucleus;transcription factor activity, sequence-specific DNA binding;steroid hormone receptor activity;zinc ion binding;sequence-specific DNA binding;transcription, DNA-templated;regulation of transcription, DNA-templated;steroid hormone mediated signaling pathway		
dp_gene19311	Acyl- synthetase family member mitochondrial	catalytic activity;metabolic process		
dp_gene19312	secreted signaling WNT4	proteinaceous extracellular matrix;extracellular space;frizzled binding;Wnt signaling pathway;neuron differentiation;cell fate commitment		
dp_gene19313	secreted signaling WNT4	proteinaceous extracellular matrix;extracellular space;frizzled binding;Wnt signaling pathway;neuron differentiation;cell fate commitment		
dp_gene19314	UDP-glucose:glyco glucosyltransferase	UDP-glucose:glycoprotein glucosyltransferase activity;protein glycosylation;UDP-glucosylation		
dp_gene19315	Activating transcription factor 7-interacting 1	integral component of membrane		
dp_gene19316	Signal peptidase complex subunit 2	signal peptidase complex;integral component of membrane;peptidase activity;signal peptide processing;protein targeting to ER		
dp_gene19317	glycogenin-1 isoform X3	transferase activity, transferring glycosyl groups		
dp_gene19318	calmodulin-A-like isoform X2	calcium ion binding		
dp_gene19319	hypothetical protein DAPPUDRAFT_106007	integral component of membrane		
dp_gene19320	probable leucine aminopeptidase MCYG_03459-like	transferase activity		
dp_gene19321	N-acetyltransferase	integral component of membrane;N-acetyltransferase activity		
dp_gene19322	ankyrin repeat			
dp_gene19323	synaptotagmin-1-like isoform X1	integral component of membrane		
dp_gene19324	Inhibitory POU	nucleus;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;transcription, DNA-templated;regulation of transcription, DNA-templated		
dp_gene19325	probable ATP-dependent RNA helicase DDX49	nucleic acid binding;ATP-dependent RNA helicase activity;ATP binding;RNA secondary structure unwinding		
dp_gene19326	CIP2A			
dp_gene19327	CCR4-NOT transcription complex subunit 7	nucleus;CCR4-NOT complex;nucleic acid binding;poly(A)-specific ribonuclease activity;nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay;RNA phosphodiester bond hydrolysis, exonucleolytic		
dp_gene19328	T-complex 1 subunit beta	cytoplasm;ATP binding;unfolded protein binding;protein folding		
dp_gene19329	Serine threonine- kinase DCLK2	intracellular;integral component of membrane;protein serine/threonine kinase activity;ATP binding;protein phosphorylation;intracellular signal transduction;cell morphogenesis involved in neuron differentiation;neuron projection morphogenesis		
dp_gene19330	hypothetical protein DAPPUDRAFT_321301			
dp_gene19331	Synaptotagmin 7			
dp_gene19332	synaptotagmin-7 isoform X2	plasma membrane;presynapse;calcium ion binding;calcium-dependent phospholipid binding;syntaxin binding;clathrin binding;vesicle fusion;regulation of calcium ion-dependent exocytosis;calcium ion-regulated exocytosis of neurotransmitter		
dp_gene19333	zinc finger 330 homolog isoform X1	nucleus;zinc ion binding		
dp_gene19334	rho GTPase-activating 26 isoform X1	GTPase activator activity;signal transduction;positive regulation of GTPase activity		
dp_gene19335	oxysterol-binding -related 11 isoform X1			
dp_gene19336	Btb poz domain-containing			
dp_gene19337	Btb poz domain-containing	nucleosome;nucleus;DNA binding;nucleosome assembly		
dp_gene19338	Btb poz domain-containing	nucleosome;nucleus;DNA binding;nucleosome assembly		
dp_gene19339	Cryptochrome-1			
dp_gene19340	hypothetical protein DAPPUDRAFT_321320			
dp_gene19341	Neuronal membrane glyco M6-B	integral component of membrane		
dp_gene19342	Btb poz domain-containing			
dp_gene19343	Btb poz domain-containing			
dp_gene19344	Btb poz domain-containing			
